length_miles,road_name
0.0087,SOUTH ASHBY ROAD
0.0581,TWILIGHT AVENUE
0.2576,BELLEVUE ROAD
0.1342,NOBLE DRIVE
0.0569,HAYES WAY
0.1447,LOMBARDY AVENUE
0.0596,SOUTH ELEVENTH STREET
0.0466,ST LAWRENCE DRIVE
0.2037,ATWATER BOULEVARD
0.0215,GADWALL COURT
0.4992,CUSTER AVENUE
0.7106,WEST HIGHWAY 152
0.0885,MONDO DRIVE
0.0306,BAYONET DRIVE
0.0655,F STREET
0.0238,HIGHWAY 99 ON RAMP
0.1513,DELLA DRIVE
0.1554,SHAFFER ROAD
0.064,MELLO AVENUE
0.2475,SUNSET DRIVE
3.4353,CAMP 13 ROAD
0.1578,BODEGA AVENUE
0.0508,TALARA DRIVE
0.0947,MONO LAKE AVENUE
1.0038,MERCEDES AVENUE
0.1186,EAST 22ND STREET
0.8823,WEST HIGHWAY 152
0.0334,LIVE OAK STREET
0.0376,MONTAGE DRIVE
0.6045,SANTA FE DRIVE
0.1652,VIA MILANO
0.0481,TEHAMA DRIVE
0.8006,KEYES ROAD
0.0756,R STREET
2.3091,NORTH HIGHWAY 59
0.0478,EIGHTH STREET
0.051,EAST SANTA FE AVENUE
0.0503,CASTELLANA STREET
0.0682,WIDGEON COURT
0.0061,BLOSSOM STREET
0.1614,EAST SANTA FE AVENUE
0.0543,CEDAR AVENUE
0.0461,RANCHITOS DEL SOL DRIVE
0.2306,MCKEE ROAD
0.0271,SOUTH HIGHWAY 33
0.067,SUMMIT WAY
0.0482,HANLON AVENUE
0.0301,KIMBERLY WAY
0.0669,PEACE COURT
0.448,SANTA FE DRIVE
0.4982,TEGNER ROAD
0.0659,VALENCIA WAY
0.0265,CORTONA COURT
0.086,MCSWAIN ROAD
0.0507,REITZ STREET
0.0706,SAN LUIS DRIVE
0.0602,SARAGOSA AVENUE
0.151,HASTINGS DRIVE
1.9881,EAST CHILDS AVENUE
0.0762,FALCON AVENUE
0.0449,BIRMINGHAM COURT
0.051,LOLLY WAY
0.0476,AILANTHUS AVENUE
0.0866,LE GRAND ROAD
0.0846,SILVERADO AVENUE
0.0755,CANAL STREET
0.0511,WHITE AVENUE
0.0496,SAN MORITZ AVENUE
0.0487,LOLLY WAY
0.0477,DRAKE AVENUE
0.0284,K STREET
0.047,GOLDEN GATE AVENUE
0.0903,WEST MAIN STREET
0.0818,FRANK AVENUE
0.068,BRIGHTON COURT
0.0898,I STREET
0.1318,FAIRFIELD DRIVE
0.4934,SHORT STREET
0.0575,K STREET
0.0724,CRESSEY WAY
0.0462,FOURTH AVENUE
0.0492,STOCKING STREET
0.0672,CYPRESS STREET
0.0485,DIAMOND LANE
0.3513,SHAFFER ROAD
0.0491,EDYTHE CIRCLE
0.069,BRUINS COURT
0.0587,CARRIER DRIVE
0.1242,7TH STREET
0.0585,BLOSS AVENUE
0.0416,VALLEJO STREET
0.0719,ASHBY ROAD
0.1256,SPY GLASS COURT
0.9973,EAST GRANT ROAD
0.248,COTTONWOOD ROAD
0.065,SECOND STREET
0.2785,EAST CHILDS AVENUE
0.0472,BIRCHWOOD AVENUE
0.0384,CORONADO COURT
0.0624,PARADISE DRIVE
0.1086,MUIR PASS
0.2515,MARTHELLA AVENUE
0.062,MADISON STREET
1.5411,DE ANGELIS ROAD
0.0592,DAVIS STREET
0.0511,VIA DEL PETTORUTO
0.0993,FRANQUETTE STREET
0.0492,SAN SIMEONE WAY
0.0224,FIFTH STREET
1.0002,COTTON ROAD
0.0489,GRANADA CIRCLE
0.1248,FALKE STREET
0.4997,NORTH BUHACH ROAD
0.0471,LA HABRA STREET
0.0512,WEST 6TH STREET
1.0027,PALM AVENUE
0.261,PROPELLER PLACE
0.0496,EAGLE RIDGE DRIVE
0.0525,RAMBLER ROAD
0.0764,M STREET
0.05,TOTTENHAM AVENUE
0.1651,MCCABE ROAD
0.0829,WOOD STREET
0.068,WALLIS AVENUE
0.0502,NONPAREIL DRIVE
0.1606,HAMMATT AVENUE
0.14,CORDELIA DRIVE
0.0321,NORTH HIGHWAY 59
0.0745,EL REDONDO DRIVE
0.0338,AUTRY LANE
0.0905,WEST 12TH STREET
0.0495,SOUTH CANAL STREET
0.1252,PALO ALTO STREET
0.0835,OVERLAND AVENUE
0.0885,MARSHALL STREET
0.3401,BROADWAY AVENUE
0.0753,FIRST STREET
0.0329,COBBLEFIELD LANE
0.0565,SOUTH HIGHWAY 33
0.2499,NORTH GALLO ROAD
0.0612,NELLIE STREET
0.0481,HEATHER CREEK DRIVE
0.0495,BERKELEY AVENUE
0.1484,GREENWOOD WAY
0.0062,EAST GETTYSBURG AVENUE
0.9938,TAGLIO ROAD
0.2375,CONE AVENUE
0.1489,HILLSIDE DRIVE
0.0156,SAN JOSE AVENUE
0.0492,NEWCASTLE DRIVE
0.145,EAGLE STREET
0.4403,MULBERRY AVENUE
0.0473,KRAFFT ROAD
0.0599,PALM AVENUE
0.0624,OLIVE AVENUE
0.0911,WEST 20TH STREET
0.1134,RICE WAY
0.0359,EAST MAIN STREET
0.0924,WEST 7TH STREET
0.128,WICKSON PLACE
0.0719,DUNITE DRIVE
0.2538,WEST YOSEMITE AVENUE
0.1114,KORBEL AVENUE
0.0938,ELDORADO STREET
0.0482,HUNTERS DRIVE
0.0292,TASHIMA DRIVE
0.5142,BUHACH ROAD
1.2859,FISHER ROAD
0.3484,CATHERINE A.  HOSTETLER BOULEVARD
0.0132,SANTA FE GRADE
0.0415,BODEGA COURT
0.81,CAMPUS PARKWAY
0.0451,X STREET
0.0943,PENNSYLVANIA AVENUE
0.0439,SNOW GOOSE DRIVE
0.5022,REYNOLDS AVENUE
0.096,NEVES COURT
0.097,DOVER DRIVE
0.0396,VIA PIEDMONT
0.194,HAPPY VALLEY AVENUE
0.0549,MITCHELL AVENUE
0.0763,Q STREET
0.4998,MISSION AVENUE
2.2538,I-5
0.0814,LOUISE AVENUE
0.0687,CHAMPAGNE COURT
0.0827,GIBRALTAR COURT
0.0799,SAN CLEMENTE COURT
0.0657,IDA STREET
0.03,LISA COURT
0.0608,CLOVERFIELD COURT
0.05,DENISE DRIVE
0.054,REDWOOD AVENUE
0.0504,CARDINAL STREET
0.0629,BEDFORD DRIVE
0.2375,NORTHRUP ROAD
0.0367,WEST 16TH STREET
0.6858,PLAINSBURG ROAD
0.9995,BERT CRANE ROAD
0.053,KAPOR WAY
0.0914,WEST 12TH STREET
0.0906,WEST 10TH STREET
3.0192,DAN MCNAMARA ROAD
0.0911,WEST 5TH STREET
0.0937,KOMOS COURT
0.4967,VALERIA AVENUE
0.0373,CHELSEA COURT
0.0572,LOUISE AVENUE
3.5483,LA GRANGE ROAD
0.7447,UNNAMED
0.0385,2ND AVENUE
0.0511,RIECHEL AVENUE
0.0378,ZINFANDEL COURT
0.0983,SNOWHAVEN COURT
0.0558,KERNLAND AVENUE
0.0239,ALDRICH AVENUE
0.0491,BURGUNDY STREET
0.0841,PARSONS AVENUE
0.1118,CAROB COURT
0.0817,LIBERTY AVENUE
0.057,LANDER AVENUE
0.0749,MARTIN LUTHER KING JR WAY
0.3736,SANTA FE ROAD
0.5036,DENTON & LEAK ROAD
0.0485,SAN PABLO AVENUE
0.2461,CARNATION ROAD
0.0256,NORTH HIGHWAY 99
0.0486,BARRIERA DRIVE
0.042,FRUITLAND AVENUE
0.0465,SOUTH CREEKSIDE DRIVE
0.504,WEST HIGHWAY 140
0.0572,HUNTINGDALE WAY
0.0648,CYPRESS POINT DRIVE
0.3721,SHY STREET
0.0495,WINTON WAY
0.1214,QUEEN ELIZABETH DRIVE
0.1671,FAIRVIEW AVENUE
0.0514,GREEN STREET
0.0231,FALCON AVENUE
0.4758,WEST BLACK RASCAL BP
0.5022,SULTANA DRIVE
0.2552,SOUTH HIGHWAY 33
0.0175,GALAXY COURT
0.2456,MAPLE AVENUE
0.0851,EAST HIGHWAY 140
0.0464,PERIMETER AVENUE
0.0213,CHALK HILL COURT
0.0972,AMANDA COURT
0.049,DENIS WAY
0.0492,WILLOWBROOK AVENUE
0.1779,ALABAMA STREET
0.0936,LOUGHBOROUGH DRIVE
0.2043,EAST BLOSSOM STREET
0.0499,REGENCY DRIVE
0.0926,SHAMROCK AVENUE
1.0212,HALEY ROAD
0.0602,LOBO AVENUE
0.0604,E STREET
0.0932,CASTLE STREET
0.0585,JETLIFT DRIVE
0.0473,PATRIOTIC DRIVE
0.0954,WINTON PARKWAY
0.3745,ANDOVER WAY
0.0673,LAURA LANE
0.0581,OREGON AVENUE
0.2875,EAST PACHECO BOULEVARD
0.0252,WINTON PARKWAY
0.5484,LAKE ROAD
0.0502,WEST DONNA DRIVE
0.0683,OLIVER STREET
0.0635,KATHY COURT
0.0547,GURR ROAD
0.1475,GADDY STREET
0.0756,FOURTH STREET
0.185,EAST PACHECO BOULEVARD
0.0544,MACKENZIE AVENUE
0.3119,CHRISTIAN AVENUE
0.0773,SONGBIRD WAY
0.0368,HASKELL AVENUE
0.0798,VINO COURT
0.0729,STUART DRIVE
0.037,CYPRESS COURT
0.0459,SNOWBIRD COURT
0.015,SIXTH STREET
0.218,I-5 OFF RAMP
0.0816,ACACIAWOOD COURT
0.1968,CHABLIS LANE
0.0473,CAMROSE STREET
0.2503,MERCED AVENUE
1.0007,IVY AVENUE
0.3966,ELLIOTT AVENUE
0.0393,SIBLEY PLACE
0.1445,SANTOS STREET
0.0907,WEST 14TH STREET
0.0758,M STREET
0.0527,VIRGINIA STREET
1.8116,FIELDS ROAD
0.1477,WEST HIGHWAY 140
0.0477,RIOS STREET
0.6425,PAUL NEGRA ROAD
0.049,MESA COURT
0.0688,APPLEGATE ROAD
0.0756,CALIMYRNA AVENUE
0.492,HUTCHINS ROAD
0.4972,KNIEBES ROAD
0.0628,CYPRESS AVENUE
0.0861,CARNATION AVENUE
0.0673,I STREET
0.9937,BELL DRIVE
0.0873,ILLINOIS AVENUE
0.048,MADERA AVENUE
0.0679,PALERMO DRIVE
0.047,BURGUNDY DRIVE
0.0762,2ND AVENUE
0.1404,BRIDLEWOOD DRIVE
0.6993,CARLUCCI ROAD
0.2026,MEREDITH AVENUE
0.4318,HIGHWAY 99
0.0625,MERCED AVENUE
1.0197,CENTER AVENUE
0.0314,PALM AVENUE
0.1258,DELEON AVENUE
0.7453,RAMOS ROAD
0.0967,HINTON AVENUE
0.996,WHITE CRANE ROAD
0.0494,SPALDING COURT
0.087,QUINCE AVENUE
0.0901,LACAVA ROAD
0.4345,HIGHWAY 99
0.055,SEVENTH STREET
0.1092,VIA BORRELLI
0.2063,JONES ROAD
0.0512,EAST 16TH STREET
0.0433,LANE COURT
0.4229,MARINO WAY
0.0678,LOBO AVENUE
0.0491,GAITHER COURT
0.091,WEST 19TH STREET
0.6455,BISIGNANI ROAD
0.0482,APACHE STREET
1.5262,WEST HIGHWAY 152
0.1097,POMONA STREET
0.0475,BLUE OAK AVENUE
0.0769,WEST I STREET
0.0255,CEDAR CREST DRIVE EAST
1.1274,BRANCO ROAD
0.0855,MYRTLE AVENUE
0.4983,EAST HIGHWAY 140
0.0492,SERPILIO STREET
0.0508,AUCTION STREET
0.2682,DAVIS STREET
1.0,LOMBARDY AVENUE
0.2391,ATWATER BOULEVARD
0.1687,NORTH HIGHWAY 99
1.0013,LONGVIEW AVENUE
0.0654,HERITAGE DRIVE
0.0716,WALNUT AVENUE
0.0406,SANTA FE DRIVE
0.0699,REDLANDS COURT
0.1401,TRAVERTINE WAY
0.0483,PARKSIDE WAY
0.0698,NORTHWOOD DRIVE
0.0905,WEST 22ND STREET
0.494,ARENA WAY
0.0499,MARY ANN DRIVE
0.0466,FAVIER DRIVE
0.0484,WHITTIER WAY
0.0756,FOURTH STREET
0.4934,HATCH ROAD
0.4967,FOURTH AVENUE
0.0448,WINDMILL COURT
0.4979,FOURTH AVENUE
1.0013,AUGUST AVENUE
0.1673,WEST NORTH BEAR CREEK DRIVE
0.0523,SHERWOOD DRIVE
0.1282,SARASOTA AVENUE
0.0267,PEARL STREET
0.0379,RANCHO GRANDE DRIVE
0.3063,NORTH HIGHWAY 99
0.09,WEST 8TH STREET
0.0483,WEST HIGHWAY 152
0.2473,FAITH HOME ROAD
0.0916,WEST 7TH STREET
0.0581,ACADEMY DRIVE
0.0495,LASALLE DRIVE
0.0875,RUTGERS COURT
0.2078,SCHOLARS LANE
0.2028,FEDERAL WAY
0.133,WEST OLIVE AVENUE
0.0497,URDANETA WAY
0.0358,FALCON COURT
0.1673,CAPRI AVENUE
0.118,ALPINE LANE
0.084,REYNOLDS AVENUE
1.0325,EAST CLEVELAND ROAD
0.0461,EL CAMINO WAY
0.0604,BROADWAY AVENUE
0.1239,DELHI AVENUE
0.2481,BLOW ROAD
0.4987,THIRD AVENUE
0.0341,RANCHO GRANDE CIRCLE
0.0858,JUNIPER AVENUE
0.2536,HUNT ROAD
0.0365,JONATHAN COURT
0.0909,MOUNTAIN VIEW LANE
0.0954,JULIA LANE
0.1867,APRON AVENUE
0.0232,TRES LOGOS DRIVE
0.065,COASTAL COURT
0.0668,BUENA VISTA DRIVE
0.0522,TINA AVENUE
0.0752,SUTTER STREET
0.0596,SUMMERFIELD DRIVE
0.1854,NORTH HIGHWAY 99
3.2046,EAST CHILDS AVENUE
0.0905,WEST 26TH STREET
0.0758,H STREET
0.0614,JUNIPER STREET
0.498,DWIGHT WAY
0.0478,LOUGHBOROUGH DRIVE
0.1325,SOUTH AVENUE
0.0447,HANSEN AVENUE
0.0756,ZINFANDEL WAY
0.0752,Q STREET
0.0618,ECHO STREET
0.5151,COPA DE ORA AVENUE
0.2015,CAMPGROUND ROAD
0.0759,EAST OLIVE AVENUE
0.0464,BALMORAL COURT
1.1327,SALT CREEK ROAD
0.0443,SNOW GOOSE DRIVE
0.6108,QUINLEY AVENUE
0.0154,WEST AVENUE
0.0493,TWILIGHT AVENUE
0.0981,EAST CHILDS AVENUE
0.0239,NEPTUNE STREET
0.0511,THIRD STREET
0.0651,NEWPORT COURT
0.072,EAST 23RD STREET
0.083,MYRTLE AVENUE
0.0927,G STREET
0.0703,VIRGINIA STREET
0.5003,STEINBERG ROAD
0.0349,GALLO STREET
0.0526,JOERG AVENUE
0.5391,CLAUSEN ROAD
0.1112,K STREET
0.0486,GEORGE STREET
0.1431,SHANKS ROAD
0.0818,BLOSSOM STREET
0.0922,STATION AVENUE
0.8722,HINTON AVENUE
0.0558,WILLMOTT AVENUE
0.0638,SOUTH TENTH STREET
0.0304,MARCIOCHI COURT
0.5062,CRESSEY WAY
0.0478,WEST 11TH STREET
0.0269,REDWOOD WAY
0.1614,SOUTH MERCEY SPRINGS ROAD
0.0502,WINTON WAY
0.4956,EAST WASHINGTON ROAD
0.0536,MANSIONETTE DRIVE
0.1752,EAST GERARD AVENUE
0.07,HERMAN STREET
0.5001,SYCAMORE STREET
0.0902,G STREET
0.0511,BOULDER CREEK COURT
0.1769,EAST OLIVE AVENUE
0.1895,BENNETT ROAD
0.0499,EAST SAN PEDRO STREET
0.0471,CODY STREET
0.093,BIDWELL COURT
0.1346,POMELO AVENUE
0.0585,KINGSLAND AVENUE
0.0588,WEST HIGHWAY 152
0.1019,CEDAR CREST COURT
0.0248,WEST OVERLAND AVENUE
0.0454,MONTEREY COURT
0.0176,LOUGHBOROUGH DRIVE
0.0726,RYEGRASS WAY
0.0428,OVERLAND AVENUE
0.109,TOLMAN WAY
0.0987,SAN SIMEONE WAY
0.0498,JOHNSON ROAD
0.0844,GLENDON PLACE
0.2635,MASSASSO STREET
0.0844,SPADAFORE STREET
3.884,FIELDS ROAD
0.0451,DESTINY AVENUE
0.0443,BLUSH COURT
0.0912,WEST 25TH STREET
0.2764,EAST CHILDS AVENUE
0.0755,R STREET
0.0011,NORTH CHALLENGER DRIVE
0.0576,VIA COLABRIA
0.0377,CHIANTI COURT
0.0354,SANTA FE DRIVE
0.0568,AIRPORT ROAD
0.0448,SIXTH STREET
0.1301,EAST AVENUE
0.3538,H STREET
0.0845,GREGORY COURT
0.9987,JERRY COLLINS AVENUE
0.0759,LEES COURT
0.0541,CAMPBELL STREET
0.0481,EVERGREEN WAY
0.0492,ST TROPEZ AVENUE
0.2326,OLIVE AVENUE
0.0461,RANCHO VISTA DRIVE
0.1521,WYOMING DRIVE
0.5079,HEALY ROAD
0.127,MONTE VISTA AVENUE
0.0786,OVERLAND AVENUE
0.504,GRIFFITH AVENUE
0.1423,MOOMJEAN AVENUE
0.0495,YOUNG COURT
0.0496,EL CAMINO REAL
0.091,WEST 27TH STREET
0.1062,WEST CARDELLA ROAD
0.4951,PALM AVENUE
0.047,ZINFANDEL DRIVE
1.228,KAHLON ROAD
0.0908,WEST 14TH STREET
0.0374,JOHN COURT
0.1467,STATION AVENUE
0.0474,MEADOWLARK AVENUE
0.099,CAMPUS DRIVE
1.5223,SANTA FE DRIVE
0.1195,9TH STREET
0.0557,NOTRE DAME AVENUE
0.1103,SOUTH PLAINSBURG ROAD
0.1252,SYDNEY LANE
0.0163,FANCHER STREET
0.1258,NORTH STREET
1.0099,SWENSON ROAD
0.046,MIRAMONTE DRIVE
0.0218,CALIFORNIA STREET
0.1021,SUNSET AVENUE
0.1021,BRITTANY WAY
0.0621,VALLEY FORGE AVENUE
0.4988,CENTER AVENUE
0.0753,BARCLAY WAY
0.0432,JUNIPER CIRCLE
0.0598,DRAKELEY AVENUE
0.0519,PELICAN COURT
0.1316,DUNN ROAD
0.8542,SANTA FE DRIVE
0.0759,U STREET
0.6776,WORDEN AVENUE
0.0673,CYPRESS AVENUE
0.613,WEST HIGHWAY 152
0.2527,MOTEL DRIVE
0.0371,JOSHUA COURT
0.0499,HONEYBELL STREET
0.131,SABLE STREET
0.0483,ALDRICH AVENUE
0.0898,EAST YOSEMITE AVENUE
0.0933,GERTRUDE AVENUE
0.091,WEST 18TH STREET
0.0609,COLONY PARK DRIVE
0.5986,THRIFT ROAD
0.005,LAKESIDE DRIVE
0.1352,MONROE CIRCLE
0.1281,WEST CARDELLA ROAD
0.2926,TEST CELL COURT
0.141,TOKAY CIRCLE
0.0758,HAMMATT AVENUE
0.0687,DOLORES STREET
0.0385,WARREN COURT
0.1252,LIBERTY STREET
0.0792,SIENA AVENUE
0.1296,WINTON WAY
0.0253,WILLOW COURT
0.1633,EAST CHILDS AVENUE
0.1202,BOX CAR ROAD
0.0916,LORRAINE COURT
0.1201,OLDS AVENUE
0.055,EAST 23RD STREET
0.4946,BUCHANAN HOLLOW ROAD
0.3703,SAVANA ROAD
0.0797,WEST 6TH STREET
0.1201,LETTEAU AVENUE
0.4964,EL NIDO ROAD
0.0507,MAYWEED DRIVE
0.0833,JANELL COURT
0.0312,CEDAR AVENUE
1.4976,PRAIRIE FLOWER ROAD
0.2307,PEACH AVENUE
0.0728,MCKINLEY COURT
0.0685,SAN BENICIO COURT
0.0472,WEST SANTA FE AVENUE
0.1029,LILAC AVENUE
0.099,ALBERTA STREET
0.1216,FIR AVENUE
0.7345,INDIANA ROAD
0.2702,WHEALAN ROAD
0.0525,EAST DONNA DRIVE
0.1546,SOUTH G STREET
0.0763,FIFTH STREET
0.4979,KNOWLES ROAD
0.081,GRANADA COURT
0.0265,FAIRWAY DRIVE
0.1025,EAST MAIN STREET
0.0815,ATWATER BOULEVARD
0.113,TRAVERTINE WAY
0.037,MARTIN LUTHER KING JR WAY
0.0319,CANAL FARM LANE
0.0475,BUENA VISTA DRIVE
0.1956,EL CAMINO REAL
0.0728,BROOKDALE DRIVE
0.2561,ALMOND STREET
0.5338,I-5
0.0696,SAN ANTONIO COURT
0.0505,RIMROCK COURT
0.0672,SHAFFER ROAD
0.0386,BLACK HAWK COURT
0.0737,FLORENCE COURT
0.0492,MEADOW STREET
0.0478,VIA MARSALA
0.1499,MICHELLE STREET
0.0489,SANTA LEA AVENUE
1.0094,MARIPOSA WAY
0.1268,SANDS ROAD
0.0491,BAYLOR WAY
0.2483,NORTH CREEK ROAD
0.5073,WILLIAMS AVENUE
0.0559,SIMPSON AVENUE
0.1521,SPLIT OAK DRIVE
0.0908,STINSON DRIVE
0.0481,VERONA WAY
0.4933,VAN CLIEF ROAD
0.049,QUAIL STREET
0.048,GREYSTONE LANE
0.0725,PAMELA COURT
0.0734,MORRO BAY LANE
0.0574,STONE CREEK DRIVE
0.0562,CHESTNUT LANE
0.0455,MIMOSA AVENUE
0.3344,SOUTH AVENUE
0.0403,WEST ADAMS AVENUE
0.0797,MERIDIAN WAY
0.1348,EAST 13TH STREET
0.5054,QUINLEY AVENUE
0.0763,CEDAR CREST DRIVE
0.0763,M STREET
0.2265,WINTON PARKWAY
0.0505,BLIX AVENUE
0.0627,WALLIS AVENUE
0.1401,VISTANA DRIVE
0.1228,SYMPHONY STREET
0.0598,FIFTH STREET
0.0797,M STREET
0.1457,GIANNINI ROAD
0.0825,MAPLE STREET
0.5153,WEST HIGHWAY 140
0.1177,PLEASANT VALLEY DRIVE
0.0278,KAREN COURT
0.067,WEST L STREET
0.1404,QUINLEY AVENUE
0.1018,NORTH HIGHWAY 59
0.0227,WHITE DOVE AVENUE
0.0513,SAN PABLO AVENUE
0.9971,ROSE AVENUE
0.0686,HOLLY COURT
0.0425,BIGLER DRIVE
0.5028,ARENA WAY
0.0551,WATHEN AVENUE
0.0663,CALIFORNIA STREET
0.0946,HONEYBELL COURT
0.049,VIA JODI DRIVE
0.0282,PRATO COURT
0.0722,ATWATER BOULEVARD
1.0028,BLOSS AVENUE
0.4232,HIGHWAY 99 ON RAMP
0.0576,PROPELLER PLACE
0.6792,MEADOW DRIVE
0.0411,CLAREMONT DRIVE
0.2064,FIR DRIVE
0.0534,SYDNEY LANE
0.1292,BRANCO AVENUE
0.022,TEHAMA DRIVE
0.0492,SWEET PEA AVENUE
0.0349,EAST CHILDS AVENUE
0.0387,RAVENSWOOD COURT
0.0477,TIPTON DRIVE
0.0464,OJAI COURT
0.7691,KAHLON ROAD
0.1894,PLACE ROAD
0.0643,SOUTH SIXTH STREET
0.09,DATEWOOD COURT
0.0871,SAN BRUNO STREET
0.1164,AMERICAN AVENUE
0.5011,AUGUST AVENUE
0.0671,OAK STREET
0.1332,SHANNON AVENUE
0.4921,KRAFFT ROAD
0.0277,DEL SOL COURT
0.0678,THIRD STREET
0.0632,EAST ALEXANDER AVENUE
0.105,NERO AVENUE
0.0908,WEST SANTA FE AVENUE
0.112,CRESCENT DRIVE
0.0913,EAST JUNIPER AVENUE
0.0529,SAN DIEGO STREET
0.5877,BENNETT ROAD
0.2548,EAST 21ST STREET
0.2267,NORTH HIGHWAY 99
0.9861,LETTEAU AVENUE
0.0906,BETSY ROSS COURT
0.0484,BURGUNDY STREET
0.7319,OLIVE AVENUE
0.1157,DART DRIVE
0.0543,ILLINOIS AVENUE
0.1888,LE GRAND ROAD
0.0261,NEWPORT AVENUE
0.0699,CHEYENNE DRIVE
0.0823,HAPPY VALLEY COURT
0.1286,RYEGRASS WAY
0.1883,NEVADA AVENUE
0.0055,SOUTH PLOW CAMP ROAD
0.0507,PHOENIX WAY
6.1215,MCCABE ROAD
1.4185,HIGHWAY 99
0.6829,MARIPOSA WAY
0.0616,BANBURY COURT
0.9949,WESTSIDE BOULEVARD
0.0703,LOUGHBOROUGH DRIVE
0.1984,OLSON DRIVE
0.1662,COLUMBIA AVENUE
0.0091,WEST I STREET
0.0349,ASPENGLEN WAY
0.0851,DECOY AVENUE
0.0609,MCTAGGART AVENUE
0.5033,LIBERTY AVENUE
0.073,HIGH STREET
0.246,EAST 22ND STREET
0.0918,J STREET
0.0631,SAN LUIS REY COURT
0.0755,P STREET
0.1061,CORDOVA AVENUE
0.0508,PERIDOT AVENUE
0.0413,LORENZI LANE
0.0773,AMETHYST WAY
0.2141,SAN AUGUSTINE DRIVE
0.0771,CHABLIS COURT
0.2266,BELLEVUE ROAD
0.0526,EL CAMINO REAL
0.0981,DEAN COURT
0.0786,MCKEE ROAD NORTH
0.0473,RITTER LANE
0.0741,CABRILLO STREET
0.1132,TAMARACK AVENUE
0.0896,WEST 7TH STREET
0.135,SUNBURST STREET
0.1142,REXFORD DRIVE
1.8571,I-5
0.091,WEST 19TH STREET
0.0589,MAIN STREET
0.0665,RAILROAD AVENUE
0.1335,EAST 9TH STREET
0.0234,MORSE COURT
0.1275,STATION AVENUE
0.0989,WISTERIA COURT
0.0758,COBBLEFIELD LANE
0.065,SAN RAFAEL COURT
0.4898,WHITWORTH ROAD
0.0797,STONECREEK BOULEVARD
0.0182,CAMPBELL BOULEVARD
0.5159,ORCHARD DRIVE
0.1467,JOHNSON AVENUE
0.1201,WINTON WAY
0.0644,FIFTH STREET
0.0863,ALBERTA DRIVE
0.0657,REXHAM COURT
0.1891,OVERLAND AVENUE
0.0648,PACKERS STREET
0.0979,HASTINGS DRIVE
0.1648,WINTON WAY
0.4986,WHITE CRANE ROAD
0.162,NORTH AVENUE
0.7435,WINTON WAY
0.0661,VALERIA STREET
0.0436,AVIATOR DRIVE
0.0149,MANGO LANE
0.0251,SPLIT OAK DRIVE
0.0501,CONCORD SQUARE
0.0498,OAKWOOD DRIVE
0.5,BRADBURY ROAD
0.0491,BARBERA AVENUE
0.3104,LINGARD ROAD
0.0351,VALLEJO STREET
0.1085,BROADWAY
0.0542,LA PAZ COURT
0.0108,FIRST STREET
0.02,ALICE AVENUE
0.1757,CANAL STREET
1.6045,RAYNOR RANCH ROAD
0.052,ELLINGTON AVENUE
0.0741,EAST 25TH STREET
0.088,APRON AVENUE
0.0887,MERCY AVENUE
0.055,Q STREET
0.2176,HIGHWAY 99
0.0909,CRESSEY WAY
0.0767,CANAL STREET
0.0496,EL PORTAL DRIVE
0.1006,SOUTH PLAINSBURG ROAD
0.0348,SHUTTLE DRIVE
0.2227,ROAD 11
0.1023,M STREET
0.2091,WINTON WAY
0.0669,WEST J STREET
0.0589,ROSELLE DRIVE
0.055,MARYBELLE DRIVE
0.1091,OLEANDER AVENUE NORTH
0.0455,WILLMOTT AVENUE
0.0602,DURANGO AVENUE
0.0945,BRIANNE COURT
0.0452,LOPES AVENUE
0.2617,WEST HIGHWAY 152
0.1682,EAST WALLIS AVENUE
0.0907,WEST 18TH STREET
0.042,CARTER WAY
0.1297,PLACE ROAD
0.1565,RANCHWOOD DRIVE
0.0455,PENN COURT
0.0031,NORTH CHALLENGER WAY
0.0577,EAST YOSEMITE PKWY ON RAMP
0.0629,CANOPY COURT
0.0273,DRAKELEY AVENUE
0.0748,FREMONT STREET
1.4952,COTTON GIN ROAD
0.0618,STEARMAN STREET
0.1329,SOUTH CANAL STREET
0.0168,LEXINGTON AVENUE
0.0504,WINTON PARKWAY
0.0905,WEST 12TH STREET
0.0513,WEST I STREET
0.1686,MANDEVILLE LANE
0.1064,BUHACH ROAD
0.0814,SECOND STREET
0.0503,BULLER STREET
0.0889,HILLTOP STREET
1.3506,HIGHWAY 99
0.0754,V STREET
0.0456,EAST YOSEMITE PARKWAY
0.0524,WESTSIDE BOULEVARD
0.0714,SOUZA COURT
0.0491,SAN ROBERTO STREET
0.0869,FOOTHILL COURT
1.2476,THOMAS ROAD
0.5114,NORTH BERT CRANE ROAD
0.0538,MONROE AVENUE
0.5139,COTTON ROAD
0.1401,TRUCKEE DRIVE
0.208,IONE STREET
0.499,GEER AVENUE
1.0245,I-5
1.0022,WILLIAMS AVENUE
0.5022,SWIFT AVENUE
0.0492,CONESTOGA DRIVE
0.0343,BROOKDALE COURT
0.0434,WEST 11TH STREET
0.2528,OLIVE AVENUE
0.2109,FOURTH AVENUE
0.0513,SANTA FE DRIVE
0.0467,TUSKY AVENUE
0.583,OAKDALE ROAD
1.7534,WILSON ROAD
0.0882,HAMMATT AVENUE
0.1384,VILLA DRIVE
0.0406,TWILIGHT AVENUE
0.0762,FIFTH STREET
0.1107,FEDERAL WAY
